t_s,gps_x_m,gps_y_m,gps_alt_m,ground_speed_ms,roll_rad,pitch_rad,yaw_rad,anemo_body_x_ms,anemo_body_y_ms,anemo_body_z_ms,_true_wind_x,_true_wind_y,_true_wind_z
5.5,139.42511709985482,56.381177494252626,59.524680035442564,10.436072167845026,0.05924354965260683,-0.3134039269205095,1.9492239275505685,-9.421176975047628,-6.59455977197802,4.71472431075403,6.276170512577871,2.865702307546723,0.5367423839572496
6.0,136.21302065229264,61.153916969335086,60.175997347177415,10.33298912075515,0.08862001109673505,-0.30541400084199444,1.993412492265879,-9.227694845979608,-6.947904376062094,4.002241144477843,6.2145772694256065,2.828746361655364,0.5367423839572496
6.5,134.50725910235042,64.65432310031656,60.50812075745152,10.909054881867077,0.0720595214504274,-0.32956151285785656,2.0139468130445524,-9.930010184245264,-5.344959247010352,4.956130265935869,5.45149463210192,2.370896779261152,0.5367423839572496
7.0,132.77366647545986,69.62910392185813,58.294362975414955,10.495532797082781,0.07719009997058604,-0.32267236460173987,2.0551389062959897,-10.482919293896662,-5.021992460737842,4.655360320124702,4.894031247771457,2.036418748662874,0.5367423839572494
7.5,129.77690269803486,74.17147699773933,58.66025364423651,10.294233947003423,0.06929402757755748,-0.3147224749141198,2.112908821155076,-10.39311624929427,-4.905850607525659,4.183562249193331,5.153569608686524,2.1921417652119146,0.5367423839572496
8.0,126.435121013678,78.90770878335213,61.702775785948134,10.465861133045662,0.06578509090195596,-0.30537862695040446,2.119846256135066,-10.313329294147156,-6.042254722738306,4.437971231942706,5.978328288235835,2.6869969729415004,0.5367423839572496
8.5,123.83180572691275,84.2357932817977,59.636013215727374,10.514849432906358,0.061552118547153804,-0.32754179634307556,2.1660156089210156,-10.330214357821822,-6.643480695529288,4.569551920158439,6.46334573216545,2.9780074392992697,0.5367423839572496
9.0,122.39735054960758,88.34329384496205,59.67125821533301,10.719614701800664,0.08597166037356037,-0.30966933843481154,2.215197256653392,-10.992097518986656,-6.376208532084656,4.132665451248281,5.856066197155348,2.613639718293209,0.5367423839572496
9.5,119.58054561763493,92.20560592822267,59.69345014309121,10.4474590771873,0.08969084093311158,-0.3257522206319664,2.224651883120342,-10.820364955701043,-4.182555638570134,4.464407777025726,4.250251828404346,1.6501510970426074,0.5367423839572496
10.0,115.17672610688585,97.54412694203187,60.072467925521394,10.421856995860855,0.08112994336704896,-0.335628617396292,2.268417849680634,-11.18951451791264,-2.4794097419704904,3.961177127102523,2.555216213338998,0.633129728003399,0.5367423839572496
10.5,112.20444585549394,99.30847677963709,60.02450519407554,10.367584120215373,0.0693164216431371,-0.3175906499790679,2.314335468023537,-10.61488185188868,-0.6368141235326952,4.114108057326923,1.759388502290836,0.1556331013745016,0.5367423839572496
11.0,107.72188299729328,104.39275300186657,60.14125868676297,10.428868007733602,0.06303094675475299,-0.3132116585816891,2.341131199156753,-10.05953207049874,-0.8198457229310548,3.942036920522661,2.1238751827352016,0.3743251096411211,0.5367423839572496
11.5,103.02800196737999,107.42840443962689,60.25248400287227,10.392559597861066,0.08701430168160587,-0.32179421345400055,2.3667975772106584,-12.003834031381125,-2.4706172977596315,4.040189016164545,3.0031273653405606,0.9018764192043363,0.5367423839572496
12.0,99.66810233129466,111.39631377820709,58.59381728691469,10.296240517642177,0.059023770207968215,-0.2918618417428947,2.3950725100075214,-11.868722219762402,-2.1983397681570773,5.5364465491497805,3.4422113357454784,1.165326801447287,0.5367423839572496
12.5,96.12354228755048,115.17991090859911,61.382958115524474,10.26574114071048,0.064052288933538,-0.31672780895531283,2.451601212853111,-11.285141938772895,-2.44923273423031,4.418319491415477,3.022866201052162,0.9137197206312972,0.5367423839572496
13.0,92.15868230366901,117.98850304900114,60.185735911701,10.47198817092969,0.06857125905604788,-0.309221325497938,2.488972673076738,-11.148502639971412,-1.262828631882874,4.337957913159782,2.2162584870081825,0.4297550922049096,0.5367423839572496
13.5,87.59054141703669,121.60574456558076,59.92217072126921,10.511387895738048,0.0963062393661932,-0.29768313134862695,2.5173146985215826,-11.404087315863213,-1.4245259744908922,4.688646484591468,1.9361826575094847,0.26170959450569087,0.5367423839572496
14.0,84.26305024332531,122.9599670936769,60.741950785246544,10.456452271756085,0.07914531074656889,-0.3257876682939033,2.5432429116748207,-11.442546451163299,-1.7515902879146799,4.353866082569843,2.6900642386407143,0.7140385431844286,0.5367423839572496
14.5,79.28630773241522,127.32926443314588,61.17719357839452,10.521174834523094,0.04750864775163546,-0.31663955552892736,2.584935726705778,-12.200357352496937,-3.2560570962767725,4.192914390462171,4.079708736114554,1.5478252416687328,0.5367423839572496
15.0,76.38188017133136,128.6767214437329,60.69106241095855,10.73182225277747,0.07094632400104268,-0.3148014524067863,2.6069679505708168,-13.08317573812077,-3.596671213910092,5.296436505312503,5.098364652860903,2.1590187917165418,0.5367423839572496
15.5,71.36266392906577,132.79340827198268,61.39514762093423,10.295229968498747,0.07898375770087684,-0.3054885934473632,2.6497947792684053,-13.015667499859857,-4.049960666392097,5.444275271167019,4.972636544449713,2.083581926669828,0.5367423839572496
16.0,66.38155229229575,134.6665860988709,60.936997674773856,10.394233535611034,0.0822497137553372,-0.29509350338014706,2.6954597027416356,-13.027921969227672,-2.596385304218547,4.412969677617919,3.818553757574153,1.3911322545444917,0.5367423839572496
16.5,62.21947920799141,137.54184569510826,59.440855657137,10.563289732799644,0.06377100865523029,-0.3138159720851481,2.7099738450180015,-11.994399891491096,-1.1643222868182543,4.896686043842795,2.5407344614127467,0.624440676847648,0.5367423839572496
17.0,54.357957405508316,139.32107156824233,60.05762685858606,10.693367869174004,0.07872088102571223,-0.29723435715052554,2.7360140374409903,-11.699135936977045,-0.5565482351339078,3.8136736123169896,2.0627878005115763,0.33767268030694586,0.5367423839572496
17.5,51.59770678901085,141.631160306561,59.54324507078256,10.449846209929925,0.08290834552650202,-0.3029702573894299,2.7949654961150787,-11.79192651313918,-1.045069277778857,4.217477366808469,2.559131265319939,0.6354787591919635,0.5367423839572496
18.0,46.230531130280234,142.96519253575582,60.79985939752824,10.598633290538777,0.06330166816363847,-0.3154683568632605,2.8429471544479648,-12.760709167726093,-2.032694296699408,4.8396809536543595,3.3541097466044363,1.1124658479626617,0.5367423839572496
18.5,41.3547442169984,145.25242286309742,60.68543518605322,10.403320597322455,0.08320215121860307,-0.30835657092633717,2.8867150995378763,-12.801990654812757,-2.5220356632798517,5.410869950186336,3.567949001016025,1.240769400609615,0.5367423839572496
19.0,36.37458869542458,146.5919994892879,58.71819236715286,10.260060629382124,0.06127941311690886,-0.33092780870433935,2.8889303825282773,-12.149666927538206,-1.0182931642827313,4.760933606055508,2.934523375136457,0.8607140250818742,0.5367423839572496
19.5,29.338670873357803,146.76562297838313,59.622579173089335,10.366274522535496,0.07919730864461073,-0.3068084241746544,2.9336008042417308,-11.382748288970781,-0.35657611055217464,4.579422944766888,2.066520611277226,0.33991236676633574,0.5367423839572496
20.0,25.903537518974396,147.87858382915675,60.65642278033393,10.277504662754762,0.07026338417906029,-0.3087016146193141,2.9642758710712918,-11.599775411260634,0.023781310568483427,3.654265711684407,1.9300155339083989,0.2580093203450393,0.5367423839572496
20.5,19.69021682605556,146.6733174153569,59.45738844787586,10.675013395401388,0.08223468553843485,-0.31714256432588694,3.0040375663248513,-12.106804657012656,-0.48692791992756473,4.681508839723249,2.986288459928784,0.8917730759572705,0.5367423839572496
21.0,15.752970816895305,148.50836572617902,59.52447971824101,10.530899632204967,0.05888248998849643,-0.3234597813266261,3.033123756479743,-13.814748844782303,-1.4472669973918162,4.827675877109527,4.75395947784386,1.9523756867063156,0.5367423839572496
21.5,9.631035910292757,150.0143652097442,59.89513067944982,10.536159078070215,0.055213431119657604,-0.30443816199544244,3.065443930860765,-15.65732522674058,-3.182186199778598,5.586773602829234,6.179955468012204,2.807973280807322,0.5367423839572496
22.0,5.083529032626037,150.17155365469034,60.28953748314307,10.52948207894335,0.08821656860893219,-0.3177489135366722,3.0912204496572424,-15.500610213595388,-2.908242197051483,6.336247772631626,6.502184357094789,3.001310614256873,0.5367423839572496
22.5,-0.10491002416266676,150.27902071523704,61.56081004810104,10.468096084772899,0.09613672133172982,-0.31343270781087645,3.143270165560257,-14.987832714592718,-2.4903744009373923,5.852117230445147,5.857631637405919,2.6145789824435512,0.5367423839572496
23.0,-4.9837979362091005,149.24192900810482,58.728346005352826,10.327661844514733,0.05267840031423689,-0.3258604844276663,3.171696002277851,-14.827494275863996,-0.9067427349912544,5.8688010974423515,5.112543664368555,2.1675261986211334,0.5367423839572496
23.5,-10.185304299658034,149.30894494989337,59.77250892956793,10.861626570955352,0.07632735775506586,-0.30767532058429636,3.2078531171341065,-14.374589228910933,-1.7804313912489715,5.475905247731687,5.071156432377767,2.14269385942666,0.5367423839572496
24.0,-15.500805696047813,150.32485591052594,60.07321614253857,10.571813297412993,0.08046851561285315,-0.31475389758015077,3.2445279046924482,-15.769507742717467,-1.3682538913834021,5.430225438700125,5.760931458412969,2.5565588750477812,0.5367423839572496
24.5,-20.007735540453076,148.83343543702532,59.77100101315545,10.247716387431897,0.0791405485224449,-0.31739168203786505,3.291016020337501,-16.873361413044947,-1.7084720871947392,5.276556097848606,6.4216630874211384,2.952997852452683,0.5367423839572496
25.0,-24.956136866188416,148.43731093740854,59.42441581337217,10.541737543391024,0.05865245269434426,-0.345203738753374,3.310434107139292,-15.224864518533487,-1.1158942480271965,5.701177269846324,6.2055444379407225,2.8233266627644333,0.5367423839572498
25.5,-32.435520305059455,146.48428141991275,60.07958197841259,10.716316054109576,0.07348498817521446,-0.305877963017928,3.3546412801985728,-14.593976450306615,-0.8410405853004781,5.7561215015315375,4.969205481573832,2.0815232889442994,0.5367423839572496
26.0,-37.064403955671295,144.83420241682782,61.06862746905619,10.706683215216463,0.07238288254961617,-0.29945848211808435,3.3813045257308936,-12.743297424037669,0.10623926606608401,4.969781464989557,3.455758713820562,1.1734552282923372,0.5367423839572496
26.5,-41.635019754505194,143.43635671400787,59.641148633577316,10.353990645700353,0.07912346214701456,-0.3305558560204922,3.427520913591039,-12.637211930048013,0.7968248489486827,3.7545200281380606,2.6980774394748663,0.7188464636849198,0.5367423839572496
27.0,-47.70172367722938,141.9974938711819,60.19813272088715,10.5713754075238,0.07250977525984666,-0.3168126290562844,3.454084938873805,-12.870195999607489,0.0313788619398882,5.001252577536531,3.1570763092444967,0.994245785546698,0.5367423839572496
27.5,-50.994991148725425,141.39911987208725,60.23713440064693,10.33865591498134,0.09569786988390425,-0.31507131338547617,3.4874427360461238,-14.49328782917908,-0.09290506155734024,4.746646260922554,4.342788000030469,1.7056728000182813,0.5367423839572496
28.0,-56.247533317708466,139.3450142878163,60.04091364684173,10.500171550088893,0.06636996541385876,-0.3047325546483125,3.5333082004261187,-15.276428718537234,0.06248975516868732,5.695363052392055,5.246247963690191,2.2477487782141146,0.5367423839572496
28.5,-62.16899826890208,136.9774344416026,60.20962864965951,10.526493662641839,0.06496505032030557,-0.31217122999807706,3.5452368086285553,-14.706751256335842,0.9313361267864487,5.384831453510353,5.2037634680606875,2.2222580808364123,0.5367423839572496
29.0,-67.68360959100153,133.89402881666277,59.764976863878296,10.713642934240921,0.06315928134669663,-0.30667812288703644,3.6162938994684466,-14.736342752918375,0.4546110471517714,5.259840821322625,4.440163575294615,1.7640981451767688,0.5367423839572496
29.5,-71.39863386791556,132.6413678266846,61.45703908065049,10.205731203019658,0.057089450741249714,-0.3275745907222025,3.625848846138641,-13.807199139727798,1.2180039611347078,5.020240165629426,3.821909696245706,1.3931458177474236,0.5367423839572496
30.0,-74.58767167767932,129.44177945778128,61.01955777355299,10.552680677955216,0.06781455077946631,-0.3208258850141692,3.6708581461651875,-13.584296803524316,1.231393955895031,4.408937170317698,4.044992080309802,1.5269952481858815,0.5367423839572496
30.5,-80.31533607632024,127.39543531273452,58.86101245168075,10.689652339319137,0.07906050669216781,-0.3226059493328647,3.686666295579651,-14.610578249473244,1.351191767557803,5.09847527885556,4.978144973163627,2.086886983898176,0.5367423839572496
31.0,-84.23145745786779,124.381322022433,60.215130758142884,10.110058462326553,0.06789750560485443,-0.30922553763169686,3.7294182993515554,-15.821827618086122,1.995399068178913,5.196698498176287,5.744917383509897,2.546950430105938,0.5367423839572496
31.5,-86.87903824786144,123.39201151832772,59.675784587640536,10.55065161825889,0.05410411156063004,-0.3174106459545611,3.7669138645860576,-15.409952669942111,1.3081926693326054,5.6414663790304305,5.478680582187874,2.387208349312724,0.5367423839572496
32.0,-93.5447457947042,118.76097042636421,61.64214798555671,10.413405919546555,0.0761873964829592,-0.31769172619573066,3.8033307151637423,-13.55550355285621,1.0589231418184024,4.986235068890457,4.091937432235595,1.5551624593413569,0.5367423839572496
32.5,-94.93988144261607,114.76732828080274,61.33431008889561,10.423406756322988,0.06282828653391537,-0.30800950174504294,3.8430691061284623,-12.159945547933354,1.5134799874710823,4.745005771835094,2.384991501363531,0.5309949008181186,0.5367423839572496
33.0,-101.72316107316455,111.45767356042718,59.27806152416599,10.087263860692893,0.07080164616621716,-0.3150136504851978,3.8567693911893666,-11.303869643581283,1.4473008609378772,3.7864826915651206,1.3940402746498437,-0.06357583521009369,0.5367423839572496
33.5,-103.5708803395631,108.11886585501706,59.428900140770814,10.446936322449691,0.060596818369029894,-0.3054067055360678,3.913195915631841,-10.031314011855052,1.501515016546998,4.140801736022206,1.5420605066690798,0.02523630400144783,0.5367423839572496
34.0,-107.24754935703706,104.6988237298481,61.00138000685216,10.408259452797013,0.06892735125485251,-0.31871884175337545,3.9394269528336894,-11.393595453506459,2.173714651632655,4.084874131566401,2.3269785030993857,0.49618710185963155,0.5367423839572496
34.5,-111.22046204251328,100.17298175381843,60.76164292251191,10.441809813788153,0.050806075446885035,-0.3228165003659117,3.9711572498576646,-12.950465170764396,1.5560822756986252,4.05944693358453,2.8109510112880134,0.7865706067728082,0.5367423839572496
35.0,-114.01629375451849,96.22209293202836,59.17534902378308,10.5690982155724,0.07379020553176545,-0.3031723448874448,4.004037062763915,-12.050852863932201,2.0362212409726532,4.173791122242205,2.4743664822512446,0.5846198893507468,0.5367423839572496
35.5,-118.21253047444452,92.91055221732042,59.171937508767485,10.318633469718879,0.07426008192552339,-0.3163656060300061,4.036431084644405,-11.406926417704836,1.798683858328966,3.8652556614902687,1.681451713069034,0.10887102784142044,0.5367423839572496
36.0,-121.42949230578077,89.07020292975042,58.17540972370246,10.304045130675398,0.05871386838172031,-0.32382370957883194,4.099371878977628,-10.378147736383719,1.7045346784826911,3.4734993997536963,1.348089574283347,-0.09114625542999177,0.5367423839572496
36.5,-123.99738490987808,83.92555498536039,60.4389910550913,10.134885228664848,0.07242134607133964,-0.3112465510667395,4.120632853891718,-10.927056067160299,2.1326988868942696,3.5100419567923815,2.104995453972844,0.3629972723837065,0.5367423839572496
37.0,-126.40581810534269,80.43806970959028,59.18350158438933,10.33800591872825,0.05491048125901568,-0.31312217513855994,4.163631334858449,-12.088683928792701,2.95855737621188,4.372547896238865,3.6948287221739484,1.3168972333043691,0.5367423839572496
37.5,-129.8946495343293,74.76058823689178,59.18794567541695,10.538357355596585,0.09584115109849103,-0.2954650255677445,4.200686878780985,-14.35838035542499,4.029901259695365,5.085022174849638,5.139444820852336,2.1836668925114013,0.5367423839572496
38.0,-131.44240671520404,70.92903133217263,60.59201138904347,10.724248004861101,0.08105629909553984,-0.31059050607969285,4.205018857753041,-14.27354714369532,3.935894225633841,4.470311882147206,5.5401545237768275,2.4240927142660964,0.5367423839572496
38.5,-133.43591067216647,66.84304849859808,60.2041707334847,10.276577694440808,0.0885303452851111,-0.3140330447468757,4.26072706298373,-13.887750975820918,3.9558110445986956,4.702836538730982,4.819090858045131,1.9914545148270788,0.5367423839572496
39.0,-137.0727763358434,60.94671281028462,61.43804893331571,10.449317730324939,0.0837508121713148,-0.3140394090010898,4.2961152545219745,-12.410297928510092,3.146084009679137,3.995902064473377,3.759534364146002,1.3557206184876014,0.5367423839572496
39.5,-139.67445679034012,55.190736581248316,60.40897745163803,10.477812493001197,0.07848394603016731,-0.3328696226650715,4.327131794426394,-11.585562453069565,3.358473523875441,4.590676520801224,3.314043619696812,1.0884261718180874,0.5367423839572496
40.0,-141.6299293802616,50.43606243696389,60.27568392380029,10.504560191187556,0.07835844332469838,-0.30067836548245913,4.374842089947867,-12.297897358279444,2.982953789603921,4.1913176439046556,3.7868443096296343,1.3721065857777806,0.5367423839572496
40.5,-142.82014404058455,45.890233869780005,60.20230785197592,10.301061161802243,0.0691091989655312,-0.3207363580076478,4.401491241479668,-12.971340943728814,4.229316589164207,4.533221250236093,4.603315362529333,1.8619892175175998,0.5367423839572496
41.0,-144.57424728984017,42.49582492448305,59.07033638981257,10.071050347000535,0.05222107853573554,-0.3336564622108074,4.433441138713302,-12.901479923396028,4.418841378022686,4.865613012505191,4.862015769754173,2.0172094618525036,0.5367423839572496
41.5,-145.2276118418548,37.53743490139302,59.09777538808663,10.421584628209958,0.07040930760189978,-0.3220435310793546,4.4586773152117365,-12.3511865318278,4.491434223961621,4.898594689704437,4.177198651948243,1.6063191911689456,0.5367423839572496
42.0,-145.1980919388193,31.2152148042516,61.40295282136086,10.617325192507355,0.07340961091817792,-0.3127868310139726,4.506776709873135,-10.160295776763201,3.40684132069042,3.75964199827746,3.0646420778382346,0.9387852467029408,0.5367423839572496
42.5,-148.01062898149866,25.655426503718573,60.72688108791369,10.571961412257405,0.07471215960656337,-0.31124202520398814,4.5380025080861595,-10.668385285137013,2.823915357243075,3.2029896897586134,2.5244439998652153,0.6146663999191292,0.5367423839572498
43.0,-149.3258258470998,19.72212583556227,59.953271004913056,10.464987421415078,0.07526607910282808,-0.32142164493177766,4.581465185488306,-11.633579579086847,3.1695288622183386,3.7518058661496623,3.1799934219700505,1.0079960531820304,0.5367423839572496
43.5,-148.9551928775232,14.872955130449224,60.57942614196498,10.467778143486445,0.07504639135104563,-0.3339716801936174,4.587158903663245,-12.097370260510253,4.740401473813333,4.110863477798894,4.724315500616618,1.9345893003699708,0.5367423839572496
44.0,-149.45415966736547,11.22159074949747,59.111116079265955,10.216376582574421,0.062113774271071905,-0.32560852602542417,4.645601338568506,-12.418900574397655,6.134444303656727,3.410224977254274,6.159541844596171,2.7957251067577022,0.5367423839572496
44.5,-150.57505343110117,4.788741395379,59.67328909819622,10.24162920147706,0.0747906526677291,-0.31742386530129724,4.68847105405015,-13.172339062676313,6.54739472051713,4.437834517845143,6.624245588029167,3.0745473528175,0.5367423839572496
45.0,-149.688246635744,0.08204254698103186,59.882046008065466,10.310538731918163,0.09101902059295651,-0.3206750064894685,4.733964372373766,-12.492496503739035,5.969313125145767,4.1568409780677245,6.091415653230728,2.7548493919384365,0.5367423839572496
45.5,-150.51002873111514,-4.917297865362742,60.4444656709201,10.189855747769869,0.06787130717125,-0.3038191828596642,4.759416958321484,-11.300759575669478,5.909186924769508,4.4623748497038385,5.33484230693788,2.3009053841627276,0.5367423839572496
46.0,-149.8889327778764,-11.157075266677532,60.09538068890191,10.483332505159503,0.06840242986288847,-0.315899266210998,4.801912239719197,-11.615532981977172,5.795982502689498,3.8287146126596325,5.2026464463822535,2.221587867829352,0.5367423839572496
46.5,-149.17347096089213,-15.320610237369497,60.93224602843774,10.60187080772855,0.09163810169411059,-0.31091693144321364,4.82328245605807,-12.079824511029077,6.358857354946582,4.223465921589758,5.842196988939011,2.6053181933634066,0.5367423839572496
47.0,-148.37092252499951,-20.16684997635547,60.392613367195054,9.92471358818376,0.08695620983599991,-0.31112910335316135,4.848290456493928,-11.667314145484786,6.201017341108951,4.001125044231295,6.560610931919252,3.036366559151551,0.5367423839572496
47.5,-149.09993367775553,-25.685811769286783,60.38202346981343,10.533180938498168,0.06221370637261895,-0.3216163805035565,4.9012741772550354,-11.677461332020265,7.948024142910972,3.7810022972338118,6.444859164574561,2.9669154987447364,0.5367423839572496
48.0,-145.42864059127194,-31.08193192970919,59.19812481544736,10.477167293093766,0.07323756890551575,-0.314532180116325,4.907536949461995,-10.918803051497346,5.572302937635953,3.9832225022605545,5.196399532210059,2.217839719326035,0.5367423839572496
48.5,-145.77059554071752,-36.373229884448186,60.17849761472493,10.538547418373444,0.08084589528723306,-0.324628227336618,4.945827595481519,-9.690860099280494,3.7546840414164793,3.0629225091625516,3.443873657272296,1.1663241943633778,0.5367423839572496
49.0,-143.8185585459217,-42.57017557835522,60.183585372370885,10.399556988157281,0.08208964022357491,-0.3102386996046995,4.998259755325748,-10.107191220257846,2.6727203877019234,3.4024583051410286,2.251929933082178,0.45115795984930673,0.5367423839572496
49.5,-141.96203295673726,-45.16912954770271,61.43549604368029,10.595538481747404,0.08815526792599873,-0.3153083990218362,5.030241922653458,-9.270216366122662,2.5839306273711786,3.5301673492756103,2.2470094965653793,0.4482056979392277,0.5367423839572496
50.0,-141.001319234707,-51.88645104794923,59.66842154733131,10.528801902484735,0.08102492604505764,-0.3141279196868332,5.065017501330247,-9.412146025917098,3.3951244330690473,3.7109065703092177,3.116651549889251,0.9699909299335507,0.5367423839572496
50.5,-140.0654286545473,-55.03714517943781,59.599404204994464,10.56493080678835,0.05705451418884462,-0.32510293749470115,5.085669055904208,-9.657981165967877,4.339176271686207,3.270241954948276,3.9134635567622684,1.4480781340573612,0.5367423839572496
51.0,-136.75991835743596,-60.757658164854604,60.32786276586295,10.628805353184429,0.08083877924804152,-0.33623370113443957,5.127451612409992,-10.298205967131615,4.413880213158661,3.343051527958532,3.893080715103248,1.4358484290619489,0.5367423839572496
51.5,-133.86899943069815,-65.59345197975973,59.59971113808248,10.573585717269825,0.07946722738258592,-0.31968760592937445,5.166160002091404,-8.981536305540407,3.329722456400198,3.624050530392408,3.151403173994743,0.9908419043968456,0.5367423839572496
52.0,-133.20597238254368,-69.6416191153097,60.558853076297204,10.537602349258957,0.07545399748925066,-0.32214229794364213,5.192083586556844,-9.369706931459465,2.9426582791317344,3.0178453517700823,2.505966153197103,0.6035796919182617,0.5367423839572496
52.5,-130.8972149907685,-75.16325486755109,60.08771820365921,10.538684534695262,0.09999197509527558,-0.32858248117583594,5.251402656476531,-9.050816123551412,3.1331975172823765,3.3506081510134087,2.7315772477361566,0.738946348641694,0.5367423839572496
53.0,-127.33016250695353,-78.32464948981475,59.63482308462022,10.46037208499285,0.08624336480631115,-0.32090706206256614,5.27026338516281,-9.366092018624336,4.393961258678927,3.6855590775154674,3.828136358430904,1.3968818150585423,0.5367423839572496
53.5,-124.51314444221939,-84.77062909106634,59.816565877158155,10.687270535462796,0.05770692960924498,-0.32371890128131164,5.308175823984072,-8.330264994107186,6.508792186183278,2.8134259740911265,4.9711896236856195,2.0827137742113715,0.5367423839572496
54.0,-121.1575471719208,-88.28878596126806,60.34607556138092,10.43047049845312,0.07503501999353236,-0.31300320402374243,5.3364314562208035,-9.08442559230349,5.202382482700642,3.1670564695794488,5.197091463498114,2.2182548780988682,0.5367423839572496
54.5,-118.67848416073323,-92.34241679747021,60.6359458023325,10.658269511488049,0.07627539888726285,-0.32102945658998794,5.388455805944587,-7.991782991304459,4.750079985528383,3.3495902154502013,4.229118884476902,1.637471330686141,0.5367423839572496
55.0,-114.00258701472309,-95.92686211129079,60.47867763765991,10.598008536370108,0.07982850489126755,-0.32565055861519365,5.417858636921722,-9.137865615491155,2.5249847472793556,3.635971622165092,2.7242289560592794,0.7345373736355677,0.5367423839572496
55.5,-110.28180518986044,-100.58693046077856,59.07820092697859,10.323681439550787,0.07186877965276242,-0.3130907961128219,5.446254434125543,-8.394695436474455,1.4949157733689593,3.4327584965820166,1.723829487422122,0.13429769245327328,0.5367423839572496
56.0,-107.54071622836261,-104.19626872870109,59.40014932937238,10.157357868324455,0.07191703278695118,-0.3160879492663848,5.4775047933633445,-8.111212571938815,1.6177294201696328,3.202238068824676,1.7854227305743966,0.17125363834463792,0.5367423839572496
56.5,-104.91412145043317,-108.11142879036277,59.45131785905868,10.472544949709196,0.08885584017519851,-0.31588648970392663,5.528732992929475,-8.444088221612553,2.4761288597151747,3.1095858348542706,2.5485053678980796,0.6291032207388477,0.5367423839572496
57.0,-98.99455495138884,-113.32741240301013,58.398763404449056,10.626504822438887,0.06869856045101495,-0.3140071297350884,5.557373777978796,-8.045988323822527,2.892395980716935,3.3725181870202356,3.1059687522285446,0.9635812513371268,0.5367423839572496
57.5,-96.27089518796366,-114.13654040985722,60.218116210745706,10.259322886442042,0.0685067955857939,-0.3068517445091338,5.5862119442928,-8.213203613852004,3.197549405897131,2.1844339552844327,2.846430391313471,0.8078582347880827,0.5367423839572496
58.0,-93.2988776399482,-118.49222155906335,59.79631346418718,10.417438018419958,0.05860195482061118,-0.32447581614875487,5.610945478444563,-7.601624671852046,2.364071777322633,3.0496370496361784,2.021671711764154,0.3130030270584925,0.5367423839572496
58.5,-89.08715104162162,-122.87905348682231,59.90649585087318,10.53459630577728,0.06393715055955067,-0.3150478180487212,5.63810945999634,-8.890229420873407,1.2206660418293502,3.416737860883005,1.5366542678345505,0.0219925607007303,0.5367423839572496
